"minlon" "maxlon" "minlat" "maxlat" "mindepth" "maxdepth" "minmag" "maxmag" "rate" "mask"
-120.8 -120.7 36.6 36.7 0 30 3.05 3.15 0.0388526105447604 1
-120.8 -120.7 36.7 36.8 0 30 3.05 3.15 0.0300661218300776 1
-120.8 -120.7 36.8 36.9 0 30 3.05 3.15 0.0214762505830631 1
-120.8 -120.7 36.9 37 0 30 3.05 3.15 0.0180792525805488 1
-120.8 -120.7 37 37.1 0 30 3.05 3.15 0.0148577405747220 1
-120.7 -120.6 33.6 33.7 0 30 3.05 3.15 0.00616952214158426 1
-120.7 -120.6 33.7 33.8 0 30 3.05 3.15 0.00615012316260563 1
-120.7 -120.6 33.8 33.9 0 30 3.05 3.15 0.00581814896839684 1
-120.7 -120.6 33.9 34 0 30 3.05 3.15 0.00564249854865365 1
-120.7 -120.6 34 34.1 0 30 3.05 3.15 0.00531048039912219 1
-120.7 -120.6 34.1 34.2 0 30 3.05 3.15 0.00495914664016533 1
-120.7 -120.6 34.2 34.3 0 30 3.05 3.15 0.00429533867535503 1
-120.7 -120.6 34.3 34.4 0 30 3.05 3.15 0.00363150104645207 1
-120.7 -120.6 34.4 34.5 0 30 3.05 3.15 0.000495902177695518 1
-120.7 -120.6 34.5 34.6 0 30 3.05 3.15 0.00098792517294335 1
-120.7 -120.6 34.6 34.7 0 30 3.05 3.15 0.00148187235511276 1
-120.7 -120.6 34.7 34.8 0 30 3.05 3.15 0.00296754153668866 1
-120.7 -120.6 34.8 34.9 0 30 3.05 3.15 0.00427570099698312 1
-120.7 -120.6 34.9 35 0 30 3.05 3.15 0.00492005107823673 1
-120.7 -120.6 35 35.1 0 30 3.05 3.15 0.00835628159414127 1
-120.7 -120.6 35.1 35.2 0 30 3.05 3.15 0.00933245262691201 1
-120.7 -120.6 35.2 35.3 0 30 3.05 3.15 0.00767300061560331 1
-120.7 -120.6 35.3 35.4 0 30 3.05 3.15 0.00572037092733708 1
-120.7 -120.6 35.4 35.5 0 30 3.05 3.15 0.008317161057585 1
-120.7 -120.6 35.5 35.6 0 30 3.05 3.15 0.0133544297250824 1
-120.7 -120.6 35.6 35.7 0 30 3.05 3.15 0.0201103031632182 1
-120.7 -120.6 35.7 35.8 0 30 3.05 3.15 0.0304581731415863 1
-120.7 -120.6 35.8 35.9 0 30 3.05 3.15 0.0394379684193595 1
-120.7 -120.6 35.9 36 0 30 3.05 3.15 0.0493967227784416 1
-120.7 -120.6 36 36.1 0 30 3.05 3.15 0.0958628177172583 1
-120.7 -120.6 36.1 36.2 0 30 3.05 3.15 0.111287382715455 1
-120.7 -120.6 36.2 36.3 0 30 3.05 3.15 0.0982068706828358 1
-120.7 -120.6 36.3 36.4 0 30 3.05 3.15 0.0825877228115653 1
-120.7 -120.6 36.4 36.5 0 30 3.05 3.15 0.0675536153576407 1
-120.7 -120.6 36.5 36.6 0 30 3.05 3.15 0.0640380427928928 1
-120.7 -120.6 36.6 36.7 0 30 3.05 3.15 0.0486154513082096 1
-120.7 -120.6 36.7 36.8 0 30 3.05 3.15 0.0341667884746093 1
-120.7 -120.6 36.8 36.9 0 30 3.05 3.15 0.0230386339316904 1
-120.7 -120.6 36.9 37 0 30 3.05 3.15 0.0190358767876779 1
-120.7 -120.6 37 37.1 0 30 3.05 3.15 0.0150139397170861 1
-120.6 -120.5 33.5 33.6 0 30 3.05 3.15 0.00566203612333002 1
-120.6 -120.5 33.6 33.7 0 30 3.05 3.15 0.00583757741841794 1
-120.6 -120.5 33.7 33.8 0 30 3.05 3.15 0.00599385456740092 1
-120.6 -120.5 33.8 33.9 0 30 3.05 3.15 0.00597441752499151 1
-120.6 -120.5 33.9 34 0 30 3.05 3.15 0.0059743870605679 1
-120.6 -120.5 34 34.1 0 30 3.05 3.15 0.00564235833243743 1
-120.6 -120.5 34.1 34.2 0 30 3.05 3.15 0.0052911381928959 1
-120.6 -120.5 34.2 34.3 0 30 3.05 3.15 0.00480285188279846 1
-120.6 -120.5 34.3 34.4 0 30 3.05 3.15 0.00281142375725891 1
-120.6 -120.5 34.4 34.5 0 30 3.05 3.15 0.000659910921248435 1
-120.6 -120.5 34.5 34.6 0 30 3.05 3.15 0.00230387559945696 1
-120.6 -120.5 34.6 34.7 0 30 3.05 3.15 0.00214756444385512 1
-120.6 -120.5 34.7 34.8 0 30 3.05 3.15 0.00230381014330693 1
-120.6 -120.5 34.8 34.9 0 30 3.05 3.15 0.00312382633045927 1
-120.6 -120.5 34.9 35 0 30 3.05 3.15 0.00574002042755124 1
-120.6 -120.5 35 35.1 0 30 3.05 3.15 0.00917627266270565 1
-120.6 -120.5 35.1 35.2 0 30 3.05 3.15 0.0114605887001724 1
-120.6 -120.5 35.2 35.3 0 30 3.05 3.15 0.0107773020476135 1
-120.6 -120.5 35.3 35.4 0 30 3.05 3.15 0.00962543703028984 1
-120.6 -120.5 35.4 35.5 0 30 3.05 3.15 0.0143501360026895 1
-120.6 -120.5 35.5 35.6 0 30 3.05 3.15 0.0149749889979595 1
-120.6 -120.5 35.6 35.7 0 30 3.05 3.15 0.0265523343232447 1
-120.6 -120.5 35.7 35.8 0 30 3.05 3.15 0.0480289483591484 1
-120.6 -120.5 35.8 35.9 0 30 3.05 3.15 0.0683333815603604 1
-120.6 -120.5 35.9 36 0 30 3.05 3.15 0.0820004049590293 1
-120.6 -120.5 36 36.1 0 30 3.05 3.15 0.131396083981266 1
-120.6 -120.5 36.1 36.2 0 30 3.05 3.15 0.132568290497149 1
-120.6 -120.5 36.2 36.3 0 30 3.05 3.15 0.108357693452774 1
-120.6 -120.5 36.3 36.4 0 30 3.05 3.15 0.0900049334610642 1
-120.6 -120.5 36.4 36.5 0 30 3.05 3.15 0.0718478526248325 1
-120.6 -120.5 36.5 36.6 0 30 3.05 3.15 0.0632573027181379 1
-120.6 -120.5 36.6 36.7 0 30 3.05 3.15 0.0425619338424828 1
-120.6 -120.5 36.7 36.8 0 30 3.05 3.15 0.0327995542152719 1
-120.6 -120.5 36.8 36.9 0 30 3.05 3.15 0.0244043532379114 1
-120.6 -120.5 36.9 37 0 30 3.05 3.15 0.0195044666085926 1
-120.6 -120.5 37 37.1 0 30 3.05 3.15 0.0139010004050998 1
