"Longitude" "Latitude" "dt" "Magnitude" "Depth" "DateTime"
-115.27 32.08 1558.36666666667 3.15 0.24 "04/08/2010 09:48:00"
-115.85 32.66 1558.48523148148 3.71 14.73 "04/08/2010 12:38:44"
-115.35 32.13 1558.53260416667 3.24 12.9 "04/08/2010 13:46:57"
-115.78 32.59 1558.55978009259 3.12 2.58 "04/08/2010 14:26:05"
-115.56 32.38 1558.58790509259 3.08 0.03 "04/08/2010 15:06:35"
-115.26 32.07 1558.58899305556 3.37 0.04 "04/08/2010 15:08:09"
-115.77 32.59 1558.61456018519 4.51 2.34 "04/08/2010 15:44:58"
-115.28 32.22 1558.65585648148 5.29 10 "04/08/2010 16:44:26"
-115.81 32.64 1558.66266203704 3.47 0.06 "04/08/2010 16:54:14"
-115.84 32.66 1558.66289351852 3.44 5.72 "04/08/2010 16:54:34"
-115.57 32.43 1558.68712962963 3.31 13.52 "04/08/2010 17:29:28"
-115.75 32.62 1558.70019675926 3.28 1.75 "04/08/2010 17:48:17"
-115.76 32.57 1558.70045138889 3.3 0.83 "04/08/2010 17:48:39"
-115.76 32.61 1558.70144675926 3.05 2.91 "04/08/2010 17:50:05"
-115.83 32.64 1558.76916666667 3.3 6.69 "04/08/2010 19:27:36"
-115.92 32.68 1558.83415509259 3.38 4.57 "04/08/2010 21:01:11"
-115.27 32.04 1558.85150462963 3.31 20.46 "04/08/2010 21:26:10"
-115.08 32.17 1558.86202546296 3.31 7 "04/08/2010 21:41:19"
-115.95 32.74 1558.89078703704 3.25 6.39 "04/08/2010 22:22:44"
-115.92 32.67 1558.89107638889 3.31 11.36 "04/08/2010 22:23:09"
-115.22 32.23 1558.90765046296 3.68 15.96 "04/08/2010 22:47:01"
-115.78 32.59 1558.95498842593 3.27 2.89 "04/08/2010 23:55:11"
-115.8 32.62 1558.95565972222 3.42 0.71 "04/08/2010 23:56:09"
-115.38 32.28 1558.97153935185 4.07 28.51 "04/09/2010 00:19:01"
-115.92 32.68 1558.97679398148 3.08 10.68 "04/09/2010 00:26:35"
-115.63 32.47 1558.99553240741 3.14 0.59 "04/09/2010 00:53:34"
-115.87 32.68 1559.05300925926 3.06 4.67 "04/09/2010 02:16:20"
-115.15 32.05 1559.08041666667 3.95 26.38 "04/09/2010 02:55:48"
-115.32 32.13 1559.14803240741 3.07 7.02 "04/09/2010 04:33:10"
-116.04 32.79 1559.14913194444 3.24 5.57 "04/09/2010 04:34:45"
-115.35 32.14 1559.19336805556 3.23 10 "04/09/2010 05:38:27"
-114.92 32.05 1559.21210648148 3.22 10 "04/09/2010 06:05:26"
-114.92 32.13 1559.22366898148 4.3 20 "04/09/2010 06:22:05"
-115.07 32.15 1559.24425925926 3.39 16.62 "04/09/2010 06:51:44"
-115 32.12 1559.26415509259 3.19 10 "04/09/2010 07:20:23"
-114.98 32.1 1559.27723379630 3.72 10 "04/09/2010 07:39:13"
-115.42 32.3 1559.28299768519 3.72 14.82 "04/09/2010 07:47:31"
-115.11 32.07 1559.36260416667 3.11 8.85 "04/09/2010 09:42:09"
-115.38 32.35 1559.38128472222 3.23 0.05 "04/09/2010 10:09:03"
-115.77 32.57 1559.45741898148 3.54 2.5 "04/09/2010 11:58:41"
-115.74 32.56 1559.45765046296 3.57 3.73 "04/09/2010 11:59:01"
-115.23 32.09 1559.49495370370 3.24 10 "04/09/2010 12:52:44"
-115.76 32.59 1559.63064814815 3.47 3.35 "04/09/2010 16:08:08"
-115.91 32.75 1559.73010416667 3.25 1.52 "04/09/2010 18:31:21"
-116.01 32.66 1559.76682870370 3.22 13.25 "04/09/2010 19:24:14"
-115.36 32.29 1559.82878472222 4.15 10 "04/09/2010 20:53:27"
-115.79 32.65 1559.87361111111 3.61 9.96 "04/09/2010 21:58:00"
-115.53 32.38 1559.88702546296 3.24 10 "04/09/2010 22:17:19"
-115.49 32.34 1559.90305555556 3.05 10 "04/09/2010 22:40:24"
-115.24 32.22 1559.92063657407 4.7 10 "04/09/2010 23:05:43"
-115.76 32.62 1560.00375 3.36 1.24 "04/10/2010 01:05:24"
-115.2 32.02 1560.03535879630 3.28 12.89 "04/10/2010 01:50:55"
-115.79 32.65 1560.05282407407 3.42 6.64 "04/10/2010 02:16:04"
-115.76 32.57 1560.05427083333 3.68 5.45 "04/10/2010 02:18:09"
-115.34 32.12 1560.05591435185 3.36 0.18 "04/10/2010 02:20:31"
-115.68 32.5 1560.06895833333 3.06 0.33 "04/10/2010 02:39:18"
-115.81 32.64 1560.08995370370 3.88 6.21 "04/10/2010 03:09:32"
-115.81 32.66 1560.11158564815 3.3 10.39 "04/10/2010 03:40:41"
-115.74 32.61 1560.12863425926 3.37 5.4 "04/10/2010 04:05:14"
-115.72 32.62 1560.13364583333 3.44 10.97 "04/10/2010 04:12:27"
-115.03 31.96 1560.13989583333 3.7 10 "04/10/2010 04:21:27"
-115.09 32.13 1560.23016203704 3.33 7.1 "04/10/2010 06:31:26"
-115.09 32.1 1560.32423611111 3.9 3 "04/10/2010 08:46:54"
-115.77 32.67 1560.34199074074 4.5 6.8 "04/10/2010 09:12:28"
-115.79 32.67 1560.34530092593 3.17 6.41 "04/10/2010 09:17:14"
-115.77 32.66 1560.34658564815 3.1 10.21 "04/10/2010 09:19:05"
-115.77 32.65 1560.34994212963 3.08 11.1 "04/10/2010 09:23:55"
-115.76 32.64 1560.36945601852 3.66 10.91 "04/10/2010 09:52:01"
-122.8 38.83 1560.47668981481 3.06 3.94 "04/10/2010 12:26:26"
-115.01 31.94 1560.49065972222 3.6 10 "04/10/2010 12:46:33"
-115.82 32.71 1560.51008101852 3.07 10 "04/10/2010 13:14:31"
-115.81 32.67 1560.51520833333 3.58 2.49 "04/10/2010 13:21:54"
-115.34 32.2 1560.61329861111 3.18 7.01 "04/10/2010 15:43:09"
-115.22 32.14 1560.65127314815 3.43 7.03 "04/10/2010 16:37:50"
-115.8 32.63 1560.68865740741 3.59 6.53 "04/10/2010 17:31:40"
-115.81 32.65 1560.74165509259 3.74 6.06 "04/10/2010 18:47:59"
-115.78 32.65 1560.87776620370 3.31 12.31 "04/10/2010 22:03:59"
-115.13 32.09 1560.90113425926 3.35 10 "04/10/2010 22:37:38"
-115.77 32.65 1560.92494212963 3.45 11.53 "04/10/2010 23:11:55"
-115.78 32.58 1560.94702546296 3.21 4.37 "04/10/2010 23:43:43"
-115.19 32.18 1560.98104166667 3.35 10 "04/11/2010 00:32:42"
-115.16 32.03 1560.99063657407 3.9 10 "04/11/2010 00:46:31"
-115.76 32.57 1561.00155092593 3.24 3.35 "04/11/2010 01:02:14"
-115.6 32.47 1561.18762731481 3.06 10.51 "04/11/2010 05:30:11"
-115.72 32.59 1561.22946759259 3.37 4.14 "04/11/2010 06:30:26"
-115.42 32.29 1561.32653935185 3.57 12.17 "04/11/2010 08:50:13"
-115.1 32.09 1561.32802083333 3.4 10 "04/11/2010 08:52:21"
-115.33 32.29 1561.37004629630 3.38 10 "04/11/2010 09:52:52"
-115.78 32.59 1561.45175925926 3.14 1.29 "04/11/2010 11:50:32"
-115.15 32.06 1561.49252314815 3.29 0.16 "04/11/2010 12:49:14"
-115.04 32.13 1561.51444444444 3.35 16.66 "04/11/2010 13:20:48"
-115.09 32.1 1561.52024305556 3.68 10 "04/11/2010 13:29:09"
-115.38 32.16 1561.561875 3.31 4.49 "04/11/2010 14:29:06"
-115.09 32.15 1561.58078703704 3.34 10.56 "04/11/2010 14:56:20"
-115.16 32.01 1561.59436342593 3.3 10.34 "04/11/2010 15:15:53"
-115.32 32.26 1561.65420138889 4.61 10 "04/11/2010 16:42:03"
-115.33 32.31 1561.65857638889 3.23 9.06 "04/11/2010 16:48:21"
-115.08 32.01 1561.75958333333 4.16 10 "04/11/2010 19:13:48"
-115.02 32.06 1561.76540509259 3.08 10 "04/11/2010 19:22:11"
-115.17 32.09 1561.78780092593 3.34 6.98 "04/11/2010 19:54:26"
-115.78 32.62 1561.79567129630 3.42 0.11 "04/11/2010 20:05:46"
-115.33 32.18 1561.79684027778 3.29 12.58 "04/11/2010 20:07:27"
-115.57 32.38 1561.83974537037 3.12 2.54 "04/11/2010 21:09:14"
-115.57 32.37 1561.87680555556 3.21 1.81 "04/11/2010 22:02:36"
-115.78 32.61 1561.91331018519 3.63 2.76 "04/11/2010 22:55:10"
-115.38 32.34 1561.96313657407 3.17 10 "04/12/2010 00:06:55"
-115.07 32.17 1561.99160879630 3.55 10 "04/12/2010 00:47:55"
-115.29 32.2 1562.03620370370 3.89 10 "04/12/2010 01:52:08"
-115.81 32.66 1562.04472222222 3.39 12.84 "04/12/2010 02:04:24"
-115.51 32.37 1562.18738425926 3.32 15.39 "04/12/2010 05:29:50"
-115.66 32.54 1562.19122685185 3.23 12.81 "04/12/2010 05:35:22"
-115.73 32.59 1562.28081018519 3.78 7.11 "04/12/2010 07:44:22"
-115.81 32.68 1562.33914351852 3.49 6.12 "04/12/2010 09:08:22"
-115.82 32.66 1562.40016203704 3.62 0 "04/12/2010 10:36:14"
-115.8 32.63 1562.40694444444 3.18 0.69 "04/12/2010 10:46:00"
-115.01 32.12 1562.41197916667 3.59 10 "04/12/2010 10:53:15"
-121.18 36.58 1562.44289351852 3.37 8.37 "04/12/2010 11:37:46"
-115.79 32.64 1562.55405092593 3.37 2.66 "04/12/2010 14:17:50"
-115.73 32.62 1562.56517361111 3.05 7.44 "04/12/2010 14:33:51"
-124.53 40.31 1562.59033564815 3.91 20.94 "04/12/2010 15:10:05"
-115.81 32.65 1562.60758101852 3.2 6.35 "04/12/2010 15:34:55"
-115.32 32.23 1562.78563657407 3.21 10 "04/12/2010 19:51:19"
-115.66 32.5 1562.82167824074 3.19 1.7 "04/12/2010 20:43:13"
-115.77 32.65 1562.88796296296 3.21 6.88 "04/12/2010 22:18:40"
-115.11 32.02 1562.92115740741 3.58 10 "04/12/2010 23:06:28"
-115.79 32.66 1563.11078703704 3.43 1.16 "04/13/2010 03:39:32"
-114.93 31.75 1563.18579861111 3.3 10 "04/13/2010 05:27:33"
-115.36 32.23 1563.19181712963 3.45 2.1 "04/13/2010 05:36:13"
-115.1 32.08 1563.29331018519 3.13 7.18 "04/13/2010 08:02:22"
-115.05 32.1 1563.47125 3.62 10 "04/13/2010 12:18:36"
-115.87 32.69 1563.51084490741 3.4 10 "04/13/2010 13:15:37"
-115.1 32.11 1563.51192129630 3.2 2.9 "04/13/2010 13:17:10"
-115.14 32.13 1563.58810185185 3.12 11.9 "04/13/2010 15:06:52"
-115.8 32.67 1563.60870370370 3.95 3.3 "04/13/2010 15:36:32"
-116 32.71 1563.64232638889 3.25 0.15 "04/13/2010 16:24:57"
-115.77 32.65 1563.69581018519 3.21 10 "04/13/2010 17:41:58"
-115.27 32.21 1563.87886574074 3.11 19.91 "04/13/2010 22:05:34"
-116.62 31.82 1563.88984953704 3.1 5.6 "04/13/2010 22:21:23"
-115.18 32.14 1563.90138888889 3.23 6.89 "04/13/2010 22:38:00"
-122.73 38.76 1564.20980324074 3.15 1.97 "04/14/2010 06:02:07"
-115.78 32.67 1564.43055555556 4.1 1.04 "04/14/2010 11:20:00"
-115.33 32.33 1564.53171296296 3.3 10 "04/14/2010 13:45:40"
-115.17 32.17 1564.59643518519 3.14 7.01 "04/14/2010 15:18:52"
-115.31 32.31 1564.68271990741 3.5 10 "04/14/2010 17:23:07"
-115.2 32.14 1564.69609953704 3.18 10 "04/14/2010 17:42:23"
-115.69 32.56 1564.76017361111 3.24 14.02 "04/14/2010 19:14:39"
-115.04 31.84 1564.84206018519 3.5 10 "04/14/2010 21:12:34"
-115.21 32.19 1564.89924768519 4.37 10 "04/14/2010 22:34:55"
-115.3 32.2 1564.98402777778 3.4 5.96 "04/15/2010 00:37:00"
-115.17 32.04 1565.07804398148 3.23 10 "04/15/2010 02:52:23"
-115.08 32.04 1565.17671296296 3.23 6.98 "04/15/2010 05:14:28"
-115.77 32.58 1565.22217592593 3.51 2.57 "04/15/2010 06:19:56"
-115.87 32.69 1565.23288194444 3.2 10 "04/15/2010 06:35:21"
-115.33 32.22 1565.25530092593 3.06 10 "04/15/2010 07:07:38"
-115.78 32.58 1565.32714120370 3.05 3.06 "04/15/2010 08:51:05"
-114.98 31.89 1565.33589120370 3.1 10 "04/15/2010 09:03:41"
-115.04 32.07 1565.34766203704 4.7 1.9 "04/15/2010 09:20:38"
-115.04 32.09 1565.34835648148 4.4 2.2 "04/15/2010 09:21:38"
-115.33 32.14 1565.35297453704 3.3 10 "04/15/2010 09:28:17"
-115.08 32.09 1565.38917824074 3.8 10 "04/15/2010 10:20:25"
-115.05 32.12 1565.38943287037 4.84 10 "04/15/2010 10:20:47"
-115.02 32.08 1565.47375 3.6 10 "04/15/2010 12:22:12"
-115.73 32.61 1565.85640046296 3.53 10 "04/15/2010 21:33:13"
-124.27 40.49 1565.89717592593 3.24 25.2 "04/15/2010 22:31:56"
-115.81 32.66 1566.01618055556 3.43 3.4 "04/16/2010 01:23:18"
-115.32 32.27 1566.05053240741 3.56 10 "04/16/2010 02:12:46"
-115.45 32.21 1566.12928240741 3.21 7.02 "04/16/2010 04:06:10"
-115.75 32.62 1566.14585648148 3.61 2.2 "04/16/2010 04:30:02"
-115.75 32.63 1566.14612268519 3.29 0 "04/16/2010 04:30:25"
-115.27 32.11 1566.19 3.33 10 "04/16/2010 05:33:36"
-115.84 32.66 1566.51309027778 3.66 4.53 "04/16/2010 13:18:51"
-115.18 32.1 1566.56162037037 3.77 10 "04/16/2010 14:28:44"
-115.34 32.26 1566.61422453704 3.98 10 "04/16/2010 15:44:29"
-115.2 32.22 1566.80116898148 3.28 10 "04/16/2010 20:13:41"
-115.78 32.66 1566.85328703704 3.39 4.28 "04/16/2010 21:28:44"
-115.38 32.25 1566.89209490741 3.07 7.6 "04/16/2010 22:24:37"
-115.77 32.6 1566.95474537037 3.73 3.91 "04/16/2010 23:54:50"
-115.22 32.15 1566.98777777778 3.12 6.14 "04/17/2010 00:42:24"
-115.27 32.18 1567.2034375 3.41 6 "04/17/2010 05:52:57"
-115.03 32.01 1567.28152777778 3.27 10 "04/17/2010 07:45:24"
-115.68 32.54 1567.33814814815 3.27 3.62 "04/17/2010 09:06:56"
-115.62 32.5 1567.48824074074 3.45 20.28 "04/17/2010 12:43:04"
-115.34 32.28 1567.631875 4.16 6 "04/17/2010 16:09:54"
-115.36 32.18 1567.68428240741 3.18 10 "04/17/2010 17:25:22"
-115.39 32.21 1567.74701388889 3.09 26.23 "04/17/2010 18:55:42"
-115.6 32.49 1567.77873842593 3.92 14.46 "04/17/2010 19:41:23"
-115.37 32.27 1567.85280092593 3.74 5.76 "04/17/2010 21:28:02"
-115.79 32.68 1568.06075231481 3.5 4.16 "04/18/2010 02:27:29"
-115.14 32.14 1568.09513888889 4 9 "04/18/2010 03:17:00"
-115.86 32.68 1568.39643518519 3.45 3.08 "04/18/2010 10:30:52"
-115.22 32.15 1568.66965277778 3.14 10 "04/18/2010 17:04:18"
-115.54 32.4 1568.85231481481 3.3 0 "04/18/2010 21:27:20"
-115.07 32.13 1568.93053240741 3.07 10 "04/18/2010 23:19:58"
-115.41 32.24 1569.03659722222 3.69 10 "04/19/2010 01:52:42"
-115.33 32.3 1569.04696759259 3.58 10 "04/19/2010 02:07:38"
-115.32 32.26 1569.06024305556 3.28 0 "04/19/2010 02:26:45"
-115.86 32.69 1569.14314814815 4.24 10 "04/19/2010 04:26:08"
-114.9 31.92 1569.28451388889 3.4 6 "04/19/2010 07:49:42"
-115.05 32.09 1569.28802083333 3.25 10 "04/19/2010 07:54:45"
-115.18 32.08 1569.56888888889 3.15 10 "04/19/2010 14:39:12"
-115.31 32.32 1570.09009259259 3.18 7 "04/20/2010 03:09:44"
-115.25 32.18 1570.17759259259 3.34 13.01 "04/20/2010 05:15:44"
-115.26 32.21 1570.27112268519 3.24 12.63 "04/20/2010 07:30:25"
-115.73 32.63 1570.58366898148 3.66 12.23 "04/20/2010 15:00:29"
-115.64 32.54 1570.75527777778 3.07 13.84 "04/20/2010 19:07:36"
-115.61 32.53 1571.40086805556 4.16 22.65 "04/21/2010 10:37:15"
-115.34 32.22 1571.52346064815 3.13 10 "04/21/2010 13:33:47"
-115.63 32.5 1571.86344907407 3.25 13.57 "04/21/2010 21:43:22"
-115.76 32.64 1571.90648148148 3.38 3.76 "04/21/2010 22:45:20"
-115.36 32.21 1572.15539351852 3.15 3.75 "04/22/2010 04:43:46"
-115.81 32.67 1572.55697916667 4.61 3 "04/22/2010 14:22:03"
-115.81 32.66 1572.67515046296 4.63 6 "04/22/2010 17:12:13"
-115.27 32.14 1572.69150462963 3.35 0.02 "04/22/2010 17:35:46"
-115.81 32.66 1572.70310185185 3.33 4 "04/22/2010 17:52:28"
-115.09 32.06 1572.89590277778 3.33 10 "04/22/2010 22:30:06"
-115.77 32.65 1572.93641203704 3.81 13.75 "04/22/2010 23:28:26"
-115.34 32.2 1572.99944444444 3.92 0.88 "04/23/2010 00:59:12"
-115.27 32.14 1573.08329861111 3.21 5.93 "04/23/2010 02:59:57"
-115.34 32.22 1573.35446759259 3.82 5.66 "04/23/2010 09:30:26"
-115.26 32.17 1573.72530092593 3.44 13.26 "04/23/2010 18:24:26"
-115.71 32.55 1573.80456018519 3.16 6 "04/23/2010 20:18:34"
-115.74 32.62 1574.21376157407 3.18 2.48 "04/24/2010 06:07:49"
-115.24 32.11 1574.46024305556 3.31 6 "04/24/2010 12:02:45"
-115.3 32.16 1574.54017361111 3.35 10 "04/24/2010 13:57:51"
-115.4 32.32 1575.06483796296 3.42 6 "04/25/2010 02:33:22"
-115.4 32.26 1575.06579861111 3.1 7.87 "04/25/2010 02:34:45"
-115.17 31.97 1575.10118055556 3.8 10 "04/25/2010 03:25:42"
-115.27 32.16 1575.17483796296 3.84 13.42 "04/25/2010 05:11:46"
-115.34 32.24 1575.248125 3.3 14.14 "04/25/2010 06:57:18"
-114.96 32.09 1575.65354166667 3.7 10 "04/25/2010 16:41:06"
-115.32 32.3 1575.71112268519 3.69 6 "04/25/2010 18:04:01"
-122.77 38.79 1576.11400462963 3.26 2.4 "04/26/2010 03:44:10"
-114.97 31.86 1576.27780092593 3.6 9 "04/26/2010 07:40:02"
-115.26 32.14 1576.28057870370 3.28 7.04 "04/26/2010 07:44:02"
-115.03 31.91 1576.47648148148 3.2 5.1 "04/26/2010 12:26:08"
-115.23 32.16 1576.59331018519 3.85 14.27 "04/26/2010 15:14:22"
-115.54 32.4 1576.63255787037 3.41 5.83 "04/26/2010 16:10:53"
-120.38 36.57 1576.80207175926 3.34 9.15 "04/26/2010 20:14:59"
-115.35 32.22 1576.96512731481 3.98 20.14 "04/27/2010 00:09:47"
-115.35 32.24 1576.97155092593 3.4 13.88 "04/27/2010 00:19:02"
-115.1 31.76 1577.23783564815 3.4 8 "04/27/2010 06:42:29"
-115.84 32.68 1577.41359953704 4.84 14.37 "04/27/2010 10:55:35"
-115.26 32.17 1577.43075231481 3.36 12.75 "04/27/2010 11:20:17"
-115.85 32.65 1577.43290509259 3.05 5.64 "04/27/2010 11:23:23"
-115.34 32.3 1577.43413194444 3.83 10 "04/27/2010 11:25:09"
-115.34 32.26 1577.43447916667 3.79 10 "04/27/2010 11:25:39"
-115.85 32.69 1577.50459490741 3.09 4.58 "04/27/2010 13:06:37"
-115.86 32.69 1577.52027777778 3.1 3.95 "04/27/2010 13:29:12"
-115.93 32.67 1577.52376157407 3.21 2.94 "04/27/2010 13:34:13"
-115.83 32.73 1577.67557870370 3.31 3.23 "04/27/2010 17:12:50"
-115.81 32.69 1577.73821759259 3.57 7 "04/27/2010 18:43:02"
-115.23 32.14 1577.82365740741 3.45 7.37 "04/27/2010 20:46:04"
-122.8 38.82 1577.92177083333 3.49 1.82 "04/27/2010 23:07:21"
-115.84 32.67 1578.00087962963 3.41 12.74 "04/28/2010 01:01:16"
-115.84 32.69 1578.08122685185 3.09 4.22 "04/28/2010 02:56:58"
-115.1 31.76 1578.34063657407 3.1 8 "04/28/2010 09:10:31"
-115.37 32.23 1578.61157407407 3.66 10 "04/28/2010 15:40:40"
-115.05 32.12 1578.67565972222 3.12 10 "04/28/2010 17:12:57"
-115.07 32.1 1578.85159722222 3.29 10 "04/28/2010 21:26:18"
-115.31 32.2 1579.20402777778 3.58 2.67 "04/29/2010 05:53:48"
-115.77 32.59 1579.70226851852 4.42 10 "04/29/2010 17:51:16"
-115.78 32.59 1579.77569444444 3.17 3.88 "04/29/2010 19:37:00"
-115.73 32.6 1579.80922453704 3.49 11.73 "04/29/2010 20:25:17"
-115.74 32.61 1579.87075231481 3.27 2.19 "04/29/2010 21:53:53"
-115.21 32.17 1579.98049768519 3.1 20.87 "04/30/2010 00:31:55"
-115.23 32.16 1580.15978009259 3.06 3.2 "04/30/2010 04:50:05"
-115.65 32.54 1580.59418981481 3.18 6.14 "04/30/2010 15:15:38"
-115.66 32.57 1580.59418981481 3.17 13.98 "04/30/2010 15:15:38"
-115.31 32.28 1580.98296296296 3.6 14.94 "05/01/2010 00:35:28"
-115.45 32.32 1581.03185185185 3.79 6 "05/01/2010 01:45:52"
-115.9 32.72 1581.32160879630 3.47 2.85 "05/01/2010 08:43:07"
-115.38 32.29 1581.78021990741 3.19 11.99 "05/01/2010 19:43:31"
-115.29 32.2 1581.89644675926 3.34 7.01 "05/01/2010 22:30:53"
-115.44 32.37 1582.04637731481 3.22 16.42 "05/02/2010 02:06:47"
-114.97 31.84 1582.08722222222 3.6 2 "05/02/2010 03:05:36"
-115.52 32.39 1582.32368055556 3.92 14.52 "05/02/2010 08:46:06"
-115.01 31.89 1582.47261574074 3.6 8 "05/02/2010 12:20:34"
-115.44 32.39 1582.51608796296 3.4 16.46 "05/02/2010 13:23:10"
-115.54 32.46 1583.10751157407 3.09 15.08 "05/03/2010 03:34:49"
-115.26 32.23 1584.29547453704 3.33 12.12 "05/04/2010 08:05:29"
-115.17 32.13 1584.34091435185 3.49 15.48 "05/04/2010 09:10:55"
-115.26 32.27 1584.43509259259 4.69 10 "05/04/2010 11:26:32"
-120.28 33.78 1584.44329861111 3.4 9.04 "05/04/2010 11:38:21"
-115.05 32.02 1584.50386574074 4.1 10 "05/04/2010 13:05:34"
-115.79 32.71 1584.72538194444 3.17 4.94 "05/04/2010 18:24:33"
-115.89 32.71 1585.24901620370 3.93 1.85 "05/05/2010 06:58:35"
-115.89 32.72 1585.33032407407 3.81 1.8 "05/05/2010 08:55:40"
-115.28 32.17 1585.42210648148 3.73 12.15 "05/05/2010 11:07:50"
-115.94 32.68 1585.72634259259 3.32 6.02 "05/05/2010 18:25:56"
-115.32 32.19 1585.85979166667 3.34 10 "05/05/2010 21:38:06"
-115.09 32.09 1585.86079861111 3.34 10 "05/05/2010 21:39:33"
-115.04 32.06 1585.87177083333 3.33 7 "05/05/2010 21:55:21"
-117.34 35.96 1586.13666666667 3.72 2.04 "05/06/2010 04:16:48"
-115.88 32.71 1586.33450231481 4.23 2.24 "05/06/2010 09:01:41"
-115.88 32.71 1586.94792824074 3.13 2.16 "05/06/2010 23:45:01"
-115.91 32.69 1587.01418981481 3.65 3.11 "05/07/2010 01:20:26"
-115.32 32.32 1587.45825231481 3.26 4.03 "05/07/2010 11:59:53"
-115.3 32.34 1587.45841435185 3.3 8.51 "05/07/2010 12:00:07"
-115.32 32.32 1587.45973379630 3.77 13.91 "05/07/2010 12:02:01"
-115.89 32.7 1588.02190972222 3.4 1.88 "05/08/2010 01:31:33"
-115.68 32.55 1588.4509375 3.46 4.52 "05/08/2010 11:49:21"
-116.06 33.27 1588.53267361111 3.39 3.46 "05/08/2010 13:47:03"
-115.24 32.2 1588.55931712963 3.66 1.94 "05/08/2010 14:25:25"
-115.83 32.73 1588.73005787037 3.29 10.93 "05/08/2010 18:31:17"
-115.81 32.67 1588.73137731481 4.8 6 "05/08/2010 18:33:11"
-115.81 32.67 1588.74060185185 4.85 13.99 "05/08/2010 18:46:28"
-119.25 35.02 1588.76605324074 4.28 15.72 "05/08/2010 19:23:07"
-115.82 32.67 1588.78679398148 3.34 2.92 "05/08/2010 19:52:59"
-115.89 32.7 1588.89753472222 3.22 0.68 "05/08/2010 22:32:27"
-115.83 32.67 1589.10675925926 4.05 2.94 "05/09/2010 03:33:44"
-115.56 32.41 1589.13678240741 3.34 13.87 "05/09/2010 04:16:58"
-115.26 32.26 1589.57417824074 3.38 15.2 "05/09/2010 14:46:49"
-115.55 32.41 1589.70747685185 3.14 14.67 "05/09/2010 17:58:46"
-115.09 32.04 1589.82234953704 3.11 2.72 "05/09/2010 20:44:11"
-115.27 32.22 1589.83214120370 3.06 15.03 "05/09/2010 20:58:17"
-115.34 32.25 1589.96123842593 3.08 7 "05/10/2010 00:04:11"
-115.14 32.15 1590.02797453704 3.26 10 "05/10/2010 01:40:17"
-114.88 31.81 1590.0746875 3.1 10 "05/10/2010 02:47:33"
-115.32 32.19 1590.71784722222 3.57 6 "05/10/2010 18:13:42"
-118.36 35.53 1590.85341435185 3.85 0.53 "05/10/2010 21:28:55"
-121.09 35.67 1590.95572916667 3.25 6.12 "05/10/2010 23:56:15"
-115.34 32.22 1591.31983796296 3.78 5.89 "05/11/2010 08:40:34"
-115.2 32.04 1591.40365740741 3.58 6 "05/11/2010 10:41:16"
-115.76 32.59 1591.51584490741 3.31 2 "05/11/2010 13:22:49"
-115.16 32.11 1591.81730324074 3.31 6 "05/11/2010 20:36:55"
-115.18 32.13 1592.12569444444 3.4 10 "05/12/2010 04:01:00"
-115.18 32.03 1592.49207175926 3.1 10 "05/12/2010 12:48:35"
-115.89 32.72 1592.52319444444 3.61 2.68 "05/12/2010 13:33:24"
-115.07 32.08 1592.70646990741 3.86 10 "05/12/2010 17:57:19"
-114.98 32.14 1592.75048611111 4.1 8 "05/12/2010 19:00:42"
-115.32 32.3 1592.75864583333 3.2 12.31 "05/12/2010 19:12:27"
-115.34 32.24 1592.75938657407 3.17 0.08 "05/12/2010 19:13:31"
-115.37 32.26 1593.30576388889 3.49 6 "05/13/2010 08:20:18"
-115.56 32.42 1593.68314814815 3.27 0.76 "05/13/2010 17:23:44"
-115.38 32.28 1593.96685185185 3.17 7.59 "05/14/2010 00:12:16"
-115.87 32.7 1594.17439814815 3.92 3.88 "05/14/2010 05:11:08"
-115.14 32.04 1594.29712962963 3.25 10 "05/14/2010 08:07:52"
-117.33 35.96 1594.44116898148 3.47 1.88 "05/14/2010 11:35:17"
-115.77 32.61 1594.47850694444 3.27 4.45 "05/14/2010 12:29:03"
-115.86 32.66 1594.94520833333 3.47 4.49 "05/14/2010 23:41:06"
-119.04 34.08 1595.09653935185 3.9 16.85 "05/15/2010 03:19:01"
-115.26 32.11 1595.31866898148 4.53 11.65 "05/15/2010 08:38:53"
-115.24 32.16 1595.32325231481 4.06 13.52 "05/15/2010 08:45:29"
-115.28 32.2 1595.32673611111 3.3 12.58 "05/15/2010 08:50:30"
-122 37.7 1595.70466435185 3.28 10.04 "05/15/2010 17:54:43"
-115.29 32.2 1596.0840625 3.17 14.49 "05/16/2010 03:01:03"
-115.64 32.51 1596.73155092593 3.64 6 "05/16/2010 18:33:26"
-115.73 32.65 1597.17297453704 3.49 6.7 "05/17/2010 05:09:05"
-115.26 32.12 1597.364375 3.38 10 "05/17/2010 09:44:42"
-115.92 32.68 1597.50907407407 3.59 8.18 "05/17/2010 13:13:04"
-115.57 33.83 1598.29861111111 3.54 1.8 "05/18/2010 08:10:00"
-115.4 32.24 1598.51127314815 3.08 1.54 "05/18/2010 13:16:14"
-115.84 32.65 1598.98541666667 4.53 7.87 "05/19/2010 00:39:00"
-116.36 33 1599.26498842593 3.47 7.15 "05/19/2010 07:21:35"
-115.84 32.66 1599.26605324074 3.63 4.37 "05/19/2010 07:23:07"
